CC.Course_Number,CC.Section_Number,CC.TermID,CC.Expression,CC.StudentID
514,3,3300,"12-13(A,C,E,G)",159
981,22,3301,"5(A,C,E,G)",159
982,42,3301,"9(B,D,F,H)",159
984,42,3302,"9(B,D,F,H)",159
1170,1,3301,2-3(E),159
330,9,3300,"12-13(B,D,F,H)",159
606,6,3300,"4-5(B,D,F,H)",159
Junior HR,4,3300,1(A-H),159
1060,1,3301,"6-7(C,G)",159
1170,12,3301,12-13(D),160
983,31,3302,"6(A,C,E,G)",160
1171,12,3302,12-13(D),160
216,2,3300,"4-5(A,C,E,G)",160
225,7,3300,"8-9(B,D,F,H)",160
335,2,3300,"8-9(A,C,E,G)",160
411,1,3300,"12-13(A,C,E,G)",160
514,1,3300,"2-3(A,C,E,G)",160
981,32,3301,"7(A,C,E,G)",160
106,13,3300,"6-7(B,D,F,H)",160
606,8,3300,"10-11(B,D,F,H)",160
982,22,3301,"5(B,D,F,H)",160
984,22,3302,"5(B,D,F,H)",160
Junior HR,5,3300,1(A-H),160
106,3,3300,"6-7(A,C,E,G)",161
330,3,3300,"6-7(B,D,F,H)",161
408,7,3300,"8-9(B,D,F,H)",161
510L,8,3300,12-13(D),161
719,10,3302,"8-9(A,C,E,G)",161
885,1,3301,"4-5(A,C,E,G)",161
982,52,3301,"11(B,D,F,H)",161
1170,2,3301,2-3(F),161
510,8,3300,"12-13(B,F,H)",161
606,4,3300,"10-11(A,C,E,G)",161
981,42,3301,"9(A,C,E,G)",161
983,22,3302,"5(A,C,E,G)",161
Junior HR,6,3300,1(A-H),161
216,5,3300,"4-5(B,D,F,H)",161
984,52,3302,"11(B,D,F,H)",161
1171,2,3302,2-3(F),161
927,1,3300,"14(B,D,F,H)",161
106,11,3300,"10-11(B,D,F,H)",163
1171,1,3302,2-3(E),163
335,3,3300,"10-11(A,C,E,G)",163
413,2,3300,"6-7(B,D,F,H)",163
608,4,3300,"2-3(B,D,F,H)",163
885,1,3301,"4-5(A,C,E,G)",163
981,32,3301,"7(A,C,E,G)",163
983,22,3302,"5(A,C,E,G)",163
1170,1,3301,2-3(E),163
225,4,3300,"12-13(A,C,E,G)",163
520,5,3300,"12-13(B,D,F,H)",163
840,1,3300,"8(A-H) 9(A,C,E,G)",163
982,42,3301,"9(B,D,F,H)",163
984,42,3302,"9(B,D,F,H)",163
Junior HR,7,3300,1(A-H),163
806,2,3300,"14(B,D,F,H)",163
106,10,3300,"8-9(B,D,F,H)",167
1171,1,3302,2-3(E),167
215,2,3300,"2-3(B,D,F,H)",167
408,3,3300,"8-9(A,C,E,G)",167
510L,3,3300,4-5(A),167
606,5,3300,"12-13(A,C,E,G)",167
880,4,3301,"4-5(B,D,F,H)",167
1170,5,3301,6-7(E),167
330,8,3300,"10-11(B,D,F,H)",167
510,3,3300,"4-5(C,E,G)",167
719,6,3302,"4-5(B,D,F,H)",167
981,51,3301,"10(A,C,E,G)",167
984,31,3302,"6(B,D,F,H)",167
982,32,3301,"7(B,D,F,H)",167
983,32,3302,"7(A,C,E,G)",167
Junior HR,8,3300,1(A-H),167
1170,12,3301,12-13(D),173
335,1,3300,"4-5(A,C,E,G)",173
486,1,3300,"2-3(B,D,F,H)",173
719,3,3301,"10-11(A,C,E,G)",173
981,42,3301,"9(A,C,E,G)",173
984,41,3302,"8(B,D,F,H)",173
106,9,3300,"6-7(B,D,F,H)",173
1171,9,3302,10-11(E),173
252,1,3300,"6-7(A,C,E,G)",173
520,1,3300,"12-13(A,C,E,G)",173
608,6,3300,"10-11(B,D,F,H)",173
885,2,3302,"4-5(B,D,F,H)",173
982,41,3301,"8(B,D,F,H)",173
983,41,3302,"8(A,C,E,G)",173
Junior HR,9,3300,1(A-H),173
927,1,3300,"14(B,D,F,H)",173
1170,6,3301,6-7(F),174
335,3,3300,"10-11(A,C,E,G)",174
520,5,3300,"12-13(B,D,F,H)",174
719,8,3302,"8-9(B,D,F,H)",174
885,1,3301,"4-5(A,C,E,G)",174
983,42,3302,"9(A,C,E,G)",174
106,3,3300,"6-7(A,C,E,G)",174
1171,11,3302,12-13(C),174
216,5,3300,"4-5(B,D,F,H)",174
486,1,3300,"2-3(B,D,F,H)",174
608,6,3300,"10-11(B,D,F,H)",174
718,6,3302,"2-3(A,C,E,G)",174
806,1,3300,"14(A,C,E,G)",174
981,42,3301,"9(A,C,E,G)",174
982,41,3301,"8(B,D,F,H)",174
984,31,3302,"6(B,D,F,H)",174
Junior HR,10,3300,1(A-H),174
927,1,3300,"14(B,D,F,H)",174
106,4,3300,"8-9(A,C,E,G)",177
981,32,3301,"7(A,C,E,G)",177
983,32,3302,"7(A,C,E,G)",177
1170,11,3301,12-13(C),177
1171,11,3302,12-13(C),177
330,2,3300,"4-5(A,C,E,G)",177
520,4,3300,"10-11(B,D,F,H)",177
216,1,3300,"2-3(A,C,E,G)",177
225,3,3300,"10-11(A,C,E,G)",177
492,1,3300,"12-13(B,D,F,H)",177
545,2,3300,"2-3(B,D,F,H)",177
608,5,3300,"4-5(B,D,F,H)",177
982,31,3301,"6(B,D,F,H)",177
984,32,3302,"7(B,D,F,H)",177
Junior HR,1,3300,1(A-H),177
1170,6,3301,6-7(F),179
221,2,3300,"2-3(B,D,F,H)",179
510,1,3300,"10-11(A,C,E)",179
606,6,3300,"4-5(B,D,F,H)",179
981,41,3301,"8(A,C,E,G)",179
983,31,3302,"6(A,C,E,G)",179
106,1,3300,"2-3(A,C,E,G)",179
1171,7,3302,8-9(C),179
330,8,3300,"10-11(B,D,F,H)",179
408,4,3300,"12-13(A,C,E,G)",179
510L,1,3300,10-11(G),179
885,1,3301,"4-5(A,C,E,G)",179
922,2,3302,"6-7(B,D,F,H)",179
982,41,3301,"8(B,D,F,H)",179
984,42,3302,"9(B,D,F,H)",179
Junior HR,3,3300,1(A-H),179
927,1,3300,"14(B,D,F,H)",179
1089,2,3300,"14(B,D,F,H)",180
1171,5,3302,6-7(E),180
408,4,3300,"12-13(A,C,E,G)",180
510L,6,3300,10-11(H),180
982,32,3301,"7(B,D,F,H)",180
106,7,3300,"2-3(B,D,F,H)",180
221,1,3300,"4-5(A,C,E,G)",180
330,1,3300,"2-3(A,C,E,G)",180
510,6,3300,"10-11(B,D,F)",180
650,1,3300,"10-11(A,C,E,G)",180
981,42,3301,"9(A,C,E,G)",180
983,41,3302,"8(A,C,E,G)",180
984,32,3302,"7(B,D,F,H)",180
Junior HR,3,3300,1(A-H),180
606,7,3300,"8-9(B,D,F,H)",180
1170,5,3301,6-7(E),180
927,1,3300,"14(B,D,F,H)",180
335,4,3300,"4-5(B,D,F,H)",181
984,31,3302,"6(B,D,F,H)",181
1171,12,3302,12-13(D),181
106,4,3300,"8-9(A,C,E,G)",181
225,1,3300,"4-5(A,C,E,G)",181
520,4,3300,"10-11(B,D,F,H)",181
981,51,3301,"10(A,C,E,G)",181
983,32,3302,"7(A,C,E,G)",181
1170,1,3301,2-3(E),181
216,4,3300,"12-13(A,C,E,G)",181
411,3,3300,"8-9(B,D,F,H)",181
608,4,3300,"2-3(B,D,F,H)",181
719,4,3302,"10-11(A,C,E,G)",181
982,32,3301,"7(B,D,F,H)",181
Junior HR,5,3300,1(A-H),181
927,1,3300,"14(B,D,F,H)",181
1170,5,3301,6-7(E),182
216,3,3300,"10-11(A,C,E,G)",182
408,8,3300,"12-13(B,D,F,H)",182
608,4,3300,"2-3(B,D,F,H)",182
719,10,3302,"8-9(A,C,E,G)",182
983,31,3302,"6(A,C,E,G)",182
1171,1,3302,2-3(E),182
106,5,3300,"12-13(A,C,E,G)",182
330,3,3300,"6-7(B,D,F,H)",182
510,7,3300,"8-9(D,F,H)",182
510L,7,3300,8-9(B),182
718,1,3301,"4-5(A,C,E,G)",182
981,41,3301,"8(A,C,E,G)",182
982,51,3301,"10(B,D,F,H)",182
984,51,3302,"10(B,D,F,H)",182
Junior HR,6,3300,1(A-H),182
106,14,3300,"12-13(B,D,F,H)",186
1171,11,3302,12-13(C),186
411,4,3300,"6-7(A,C,E,G)",186
608,4,3300,"2-3(B,D,F,H)",186
746,2,3302,"6-7(B,D,F,H)",186
982,22,3301,"5(B,D,F,H)",186
984,42,3302,"9(B,D,F,H)",186
1170,11,3301,12-13(C),186
225,3,3300,"10-11(A,C,E,G)",186
335,1,3300,"4-5(A,C,E,G)",186
545,3,3300,"10-11(B,D,F,H)",186
718,5,3301,"2-3(A,C,E,G)",186
719,7,3301,"8-9(B,D,F,H)",186
981,42,3301,"9(A,C,E,G)",186
983,41,3302,"8(A,C,E,G)",186
Junior HR,7,3300,1(A-H),186
1171,7,3302,8-9(C),187
335,6,3300,"10-11(B,D,F,H)",187
880,9,3301,"6-7(B,D,F,H)",187
982,22,3301,"5(B,D,F,H)",187
984,31,3302,"6(B,D,F,H)",187
106,10,3300,"8-9(B,D,F,H)",187
225,2,3300,"6-7(A,C,E,G)",187
350,1,3301,"8-9(A,C,E,G)",187
486,1,3300,"2-3(B,D,F,H)",187
885,2,3302,"4-5(B,D,F,H)",187
981,52,3301,"11(A,C,E,G)",187
983,52,3302,"11(A,C,E,G)",187
Junior HR,8,3300,1(A-H),187
514,1,3300,"2-3(A,C,E,G)",187
1170,3,3301,4-5(C),187
608,3,3300,"12-13(A,C,E,G)",187
106,5,3300,"12-13(A,C,E,G)",192
1171,5,3302,6-7(E),192
510,3,3300,"4-5(C,E,G)",192
718,9,3301,"6-7(A,C,E,G)",192
380,14,3302,"2-3(B,D,F,H)",192
408,7,3300,"8-9(B,D,F,H)",192
1170,10,3301,10-11(F),192
982,22,3301,"5(B,D,F,H)",192
984,22,3302,"5(B,D,F,H)",192
216,8,3300,"12-13(B,D,F,H)",192
330,3,3300,"6-7(B,D,F,H)",192
510L,3,3300,4-5(A),192
606,3,3300,"8-9(A,C,E,G)",192
981,51,3301,"10(A,C,E,G)",192
983,51,3302,"10(A,C,E,G)",192
Junior HR,9,3300,1(A-H),192
106,3,3300,"6-7(A,C,E,G)",198
1170,1,3301,2-3(E),198
511,3,3300,"12-13(D,F,H)",198
608,3,3300,"12-13(A,C,E,G)",198
225,6,3300,"10-11(B,D,F,H)",198
982,42,3301,"9(B,D,F,H)",198
984,41,3302,"8(B,D,F,H)",198
1069,1,3300,"14(A,C,E,G)",198
1093,1,3302,"10-11(A,C,E,G)",198
1171,3,3302,4-5(C),198
335,4,3300,"4-5(B,D,F,H)",198
413,2,3300,"6-7(B,D,F,H)",198
511L,3,3300,12-13(B),198
719,9,3301,"8-9(A,C,E,G)",198
981,22,3301,"5(A,C,E,G)",198
983,42,3302,"9(A,C,E,G)",198
Junior HR,1,3300,1(A-H),198
216,5,3300,"4-5(B,D,F,H)",202
510,3,3300,"4-5(C,E,G)",202
510L,3,3300,4-5(A),202
606,9,3300,"12-13(B,D,F,H)",202
880,8,3302,"10-11(A,C,E,G)",202
981,42,3301,"9(A,C,E,G)",202
982,51,3301,"10(B,D,F,H)",202
984,32,3302,"7(B,D,F,H)",202
1170,5,3301,6-7(E),202
1171,7,3302,8-9(C),202
983,32,3302,"7(A,C,E,G)",202
411,1,3300,"12-13(A,C,E,G)",202
1050,5,3301,"6-7(D,H)",202
106,10,3300,"8-9(B,D,F,H)",202
330,1,3300,"2-3(A,C,E,G)",202
Junior HR,2,3300,1(A-H),202
106,3,3300,"6-7(A,C,E,G)",206
252,3,3300,"4-5(B,D,F,H)",206
486,1,3300,"2-3(B,D,F,H)",206
718,5,3301,"2-3(A,C,E,G)",206
981,51,3301,"10(A,C,E,G)",206
984,41,3302,"8(B,D,F,H)",206
1171,7,3302,8-9(C),206
335,1,3300,"4-5(A,C,E,G)",206
983,51,3302,"10(A,C,E,G)",206
1170,8,3301,8-9(D),206
520,4,3300,"10-11(B,D,F,H)",206
606,5,3300,"12-13(A,C,E,G)",206
922,2,3302,"6-7(B,D,F,H)",206
982,32,3301,"7(B,D,F,H)",206
Junior HR,3,3300,1(A-H),206
1052,1,3300,"2-3(A,C,E,G)",209
520,3,3300,"8-9(B,D,F,H)",209
982,52,3301,"11(B,D,F,H)",209
984,31,3302,"6(B,D,F,H)",209
335,4,3300,"4-5(B,D,F,H)",209
1170,7,3301,8-9(C),209
1171,7,3302,8-9(C),209
106,14,3300,"12-13(B,D,F,H)",209
254,1,3300,"6-7(A,C,E,G)",209
486,1,3300,"2-3(B,D,F,H)",209
981,51,3301,"10(A,C,E,G)",209
983,52,3302,"11(A,C,E,G)",209
Junior HR,4,3300,1(A-H),209
606,5,3300,"12-13(A,C,E,G)",209
927,1,3300,"14(B,D,F,H)",209
1170,8,3301,8-9(D),218
335,3,3300,"10-11(A,C,E,G)",218
520,4,3300,"10-11(B,D,F,H)",218
981,42,3301,"9(A,C,E,G)",218
983,42,3302,"9(A,C,E,G)",218
106,3,3300,"6-7(A,C,E,G)",218
1171,8,3302,8-9(D),218
225,5,3300,"4-5(B,D,F,H)",218
411,1,3300,"12-13(A,C,E,G)",218
545,1,3300,"2-3(A,C,E,G)",218
608,7,3300,"12-13(B,D,F,H)",218
982,32,3301,"7(B,D,F,H)",218
984,31,3302,"6(B,D,F,H)",218
Junior HR,5,3300,1(A-H),218
1050,2,3302,"6-7(C,G)",221
1170,7,3301,8-9(C),221
221,2,3300,"2-3(B,D,F,H)",221
404,3,3300,"10-11(A,C,E,G)",221
510L,4,3300,12-13(C),221
982,31,3301,"6(B,D,F,H)",221
984,31,3302,"6(B,D,F,H)",221
1030,2,3301,"4-5(B,D,F,H)",221
106,1,3300,"2-3(A,C,E,G)",221
1171,7,3302,8-9(C),221
1179,24,3300,"8(B,D-F,H) 9(A-B,D,F,H)",221
330,8,3300,"10-11(B,D,F,H)",221
510,4,3300,"12-13(A,E,G)",221
606,9,3300,"12-13(B,D,F,H)",221
981,31,3301,"6(A,C,E,G)",221
983,22,3302,"5(A,C,E,G)",221
Junior HR,6,3300,1(A-H),221
106,13,3300,"6-7(B,D,F,H)",226
225,2,3300,"6-7(A,C,E,G)",226
428,1,3300,"10-11(A,C,E,G)",226
608,7,3300,"12-13(B,D,F,H)",226
676,1,3300,"2-3(B,D,F,H)",226
719,6,3302,"4-5(B,D,F,H)",226
885,1,3301,"4-5(A,C,E,G)",226
981,42,3301,"9(A,C,E,G)",226
982,42,3301,"9(B,D,F,H)",226
983,42,3302,"9(A,C,E,G)",226
984,42,3302,"9(B,D,F,H)",226
1170,11,3301,12-13(C),226
1171,3,3302,4-5(C),226
335,6,3300,"10-11(B,D,F,H)",226
510,5,3300,"2-3(C,E,G)",226
510L,5,3300,2-3(A),226
Junior HR,7,3300,1(A-H),226
106,13,3300,"6-7(B,D,F,H)",227
1170,10,3301,10-11(F),227
216,4,3300,"12-13(A,C,E,G)",227
492,1,3300,"12-13(B,D,F,H)",227
644,1,3301,"6-7(A,C,E,G)",227
820,1,3300,"2-3(B,D,F,H)",227
983,41,3302,"8(A,C,E,G)",227
1171,10,3302,10-11(F),227
1179,35,3300,"10(A,C,E,H) 11(A,C-E,G-H)",227
330,1,3300,"2-3(A,C,E,G)",227
540,1,3300,"4-5(A,C,E,G)",227
606,7,3300,"8-9(B,D,F,H)",227
806,1,3300,"14(A,C,E,G)",227
981,42,3301,"9(A,C,E,G)",227
982,22,3301,"5(B,D,F,H)",227
984,22,3302,"5(B,D,F,H)",227
Junior HR,8,3300,1(A-H),227
927,1,3300,"14(B,D,F,H)",227
1030,1,3301,"4-5(A,C,E,G)",230
106,9,3300,"6-7(B,D,F,H)",230
225,2,3300,"6-7(A,C,E,G)",230
408,5,3300,"2-3(B,D,F,H)",230
981,52,3301,"11(A,C,E,G)",230
983,51,3302,"10(A,C,E,G)",230
1031,1,3302,"4-5(A,C,E,G)",230
1024,2,3301,"10-11(B,D,F,H)",230
1170,1,3301,2-3(E),230
1171,8,3302,8-9(D),230
335,2,3300,"8-9(A,C,E,G)",230
514,3,3300,"12-13(A,C,E,G)",230
Junior HR,9,3300,1(A-H),230
982,22,3301,"5(B,D,F,H)",230
1171,10,3302,10-11(F),230
984,22,3302,"5(B,D,F,H)",230
608,7,3300,"12-13(B,D,F,H)",230
510,11,3300,"6-7(B,D,H)",232
606,2,3300,"4-5(A,C,E,G)",232
880,2,3301,"6-7(A,C,E,G)",232
983,31,3302,"6(A,C,E,G)",232
216,7,3300,"10-11(B,D,F,H)",232
982,42,3301,"9(B,D,F,H)",232
984,42,3302,"9(B,D,F,H)",232
1170,12,3301,12-13(D),232
1171,12,3302,12-13(D),232
106,5,3300,"12-13(A,C,E,G)",232
330,5,3300,"2-3(B,D,F,H)",232
408,3,3300,"8-9(A,C,E,G)",232
510L,11,3300,6-7(F),232
719,4,3302,"10-11(A,C,E,G)",232
981,51,3301,"10(A,C,E,G)",232
Junior HR,10,3300,1(A-H),232
927,1,3300,"14(B,D,F,H)",232
1171,8,3302,8-9(D),239
335,3,3300,"10-11(A,C,E,G)",239
606,2,3300,"4-5(A,C,E,G)",239
922,1,3301,"6-7(B,D,F,H)",239
983,41,3302,"8(A,C,E,G)",239
106,1,3300,"2-3(A,C,E,G)",239
1170,8,3301,8-9(D),239
225,6,3300,"10-11(B,D,F,H)",239
408,4,3300,"12-13(A,C,E,G)",239
545,2,3300,"2-3(B,D,F,H)",239
719,6,3302,"4-5(B,D,F,H)",239
981,42,3301,"9(A,C,E,G)",239
982,22,3301,"5(B,D,F,H)",239
984,32,3302,"7(B,D,F,H)",239
Junior HR,1,3300,1(A-H),239
106,7,3300,"2-3(B,D,F,H)",244
1171,6,3302,6-7(F),244
335,3,3300,"10-11(A,C,E,G)",244
511L,4,3300,10-11(F),244
608,7,3300,"12-13(B,D,F,H)",244
981,32,3301,"7(A,C,E,G)",244
983,32,3302,"7(A,C,E,G)",244
1170,6,3301,6-7(F),244
216,2,3300,"4-5(A,C,E,G)",244
408,1,3300,"2-3(A,C,E,G)",244
511,4,3300,"10-11(B,D,H)",244
557,2,3302,"4-5(B,D,F,H)",244
806,2,3300,"14(B,D,F,H)",244
840,1,3300,"8(A-H) 9(A,C,E,G)",244
982,42,3301,"9(B,D,F,H)",244
984,42,3302,"9(B,D,F,H)",244
Junior HR,2,3300,1(A-H),244
606,2,3300,"4-5(A,C,E,G)",249
106,5,3300,"12-13(A,C,E,G)",249
1171,6,3302,6-7(F),249
408,8,3300,"12-13(B,D,F,H)",249
982,32,3301,"7(B,D,F,H)",249
984,22,3302,"5(B,D,F,H)",249
1050,2,3302,"6-7(C,G)",249
1170,5,3301,6-7(E),249
216,7,3300,"10-11(B,D,F,H)",249
330,5,3300,"2-3(B,D,F,H)",249
514,2,3300,"8-9(A,C,E,G)",249
719,5,3301,"4-5(B,D,F,H)",249
981,51,3301,"10(A,C,E,G)",249
983,51,3302,"10(A,C,E,G)",249
Junior HR,3,3300,1(A-H),249
216,4,3300,"12-13(A,C,E,G)",256
408,8,3300,"12-13(B,D,F,H)",256
981,52,3301,"11(A,C,E,G)",256
1170,2,3301,2-3(F),256
106,2,3300,"4-5(A,C,E,G)",256
225,5,3300,"4-5(B,D,F,H)",256
982,42,3301,"9(B,D,F,H)",256
984,42,3302,"9(B,D,F,H)",256
1171,2,3302,2-3(F),256
330,8,3300,"10-11(B,D,F,H)",256
510,11,3300,"6-7(B,D,H)",256
510L,11,3300,6-7(F),256
606,3,3300,"8-9(A,C,E,G)",256
983,52,3302,"11(A,C,E,G)",256
Junior HR,4,3300,1(A-H),256
1170,12,3301,12-13(D),259
330,5,3300,"2-3(B,D,F,H)",259
514,1,3300,"2-3(A,C,E,G)",259
650,3,3300,"10-11(B,D,F,H)",259
984,32,3302,"7(B,D,F,H)",259
558,3,3301,"8-9(B,D,F,H)",259
106,2,3300,"4-5(A,C,E,G)",259
1171,12,3302,12-13(D),259
608,5,3300,"4-5(B,D,F,H)",259
719,8,3302,"8-9(B,D,F,H)",259
982,32,3301,"7(B,D,F,H)",259
225,3,3300,"10-11(A,C,E,G)",259
Junior HR,5,3300,1(A-H),259
411,4,3300,"6-7(A,C,E,G)",259
981,41,3301,"8(A,C,E,G)",259
983,41,3302,"8(A,C,E,G)",259
335,5,3300,"12-13(B,D,F,H)",260
514,1,3300,"2-3(A,C,E,G)",260
846,1,3302,"6-7(B,D,F,H)",260
411,4,3300,"6-7(A,C,E,G)",260
845,1,3301,"6-7(B,D,F,H)",260
981,51,3301,"10(A,C,E,G)",260
Junior HR,6,3300,1(A-H),260
106,6,3300,"12-13(A,C,E,G)",260
252,4,3300,"10-11(B,D,F,H)",260
716,1,3301,"2-4(B,D,F,H)",260
717,1,3302,"2-4(B,D,F,H)",260
608,2,3300,"8-9(A,C,E,G)",260
719,4,3302,"10-11(A,C,E,G)",260
983,22,3302,"5(A,C,E,G)",260
1171,8,3302,8-9(D),260
982,22,3301,"5(B,D,F,H)",260
984,22,3302,"5(B,D,F,H)",260
1170,8,3301,8-9(D),260
106,6,3300,"12-13(A,C,E,G)",265
1070,1,3301,"8-9(A,E)",265
1170,7,3301,8-9(C),265
1171,5,3302,6-7(E),265
330,3,3300,"6-7(B,D,F,H)",265
606,6,3300,"4-5(B,D,F,H)",265
408,1,3300,"2-3(A,C,E,G)",265
981,51,3301,"10(A,C,E,G)",265
984,42,3302,"9(B,D,F,H)",265
380,8,3302,"10-11(B,D,F,H)",265
221,1,3300,"4-5(A,C,E,G)",265
510,8,3300,"12-13(B,F,H)",265
510L,8,3300,12-13(D),265
922,4,3302,"10-11(A,C,E,G)",265
982,42,3301,"9(B,D,F,H)",265
983,42,3302,"9(A,C,E,G)",265
Junior HR,3,3300,1(A-H),265
106,5,3300,"12-13(A,C,E,G)",273
1171,9,3302,10-11(E),273
408,3,3300,"8-9(A,C,E,G)",273
510L,6,3300,10-11(H),273
981,31,3301,"6(A,C,E,G)",273
983,32,3302,"7(A,C,E,G)",273
984,22,3302,"5(B,D,F,H)",273
1050,4,3302,"8-9(D,H)",273
1170,8,3301,8-9(D),273
221,2,3300,"2-3(B,D,F,H)",273
510,6,3300,"10-11(B,D,F)",273
606,1,3300,"2-3(A,C,E,G)",273
719,3,3301,"10-11(A,C,E,G)",273
982,22,3301,"5(B,D,F,H)",273
330,3,3300,"6-7(B,D,F,H)",273
Junior HR,9,3300,1(A-H),273
1199,14,3300,"4-5(A,C,E,G)",273
1171,5,3302,6-7(E),275
330,2,3300,"4-5(A,C,E,G)",275
718,9,3301,"6-7(A,C,E,G)",275
511,5,3300,"10-11(A,C,G)",275
511L,5,3300,10-11(E),275
106,11,3300,"10-11(B,D,F,H)",275
981,42,3301,"9(A,C,E,G)",275
983,42,3302,"9(A,C,E,G)",275
1170,11,3301,12-13(C),275
408,7,3300,"8-9(B,D,F,H)",275
608,1,3300,"2-3(A,C,E,G)",275
806,1,3300,"14(A,C,E,G)",275
885,2,3302,"4-5(B,D,F,H)",275
982,31,3301,"6(B,D,F,H)",275
984,31,3302,"6(B,D,F,H)",275
Junior HR,1,3300,1(A-H),275
221,2,3300,"2-3(B,D,F,H)",275
106,10,3300,"8-9(B,D,F,H)",281
430,1,3300,"10-11(A,C,E,G)",281
846,1,3302,"6-7(B,D,F,H)",281
254,3,3300,"4-5(B,D,F,H)",281
719,10,3302,"8-9(A,C,E,G)",281
1170,11,3301,12-13(C),281
1171,11,3302,12-13(C),281
335,1,3300,"4-5(A,C,E,G)",281
520,5,3300,"12-13(B,D,F,H)",281
608,1,3300,"2-3(A,C,E,G)",281
845,1,3301,"6-7(B,D,F,H)",281
982,51,3301,"10(B,D,F,H)",281
984,51,3302,"10(B,D,F,H)",281
981,32,3301,"7(A,C,E,G)",281
983,32,3302,"7(A,C,E,G)",281
Junior HR,1,3300,1(A-H),281
106,7,3300,"2-3(B,D,F,H)",282
1179,16,3300,"12(A-B,D-F,H) 13(B,D,F,H)",282
380,5,3301,"8-9(B,D,F,H)",282
540,1,3300,"4-5(A,C,E,G)",282
981,41,3301,"8(A,C,E,G)",282
983,41,3302,"8(A,C,E,G)",282
1170,11,3301,12-13(C),282
1171,11,3302,12-13(C),282
216,1,3300,"2-3(A,C,E,G)",282
330,7,3300,"4-5(B,D,F,H)",282
404,3,3300,"10-11(A,C,E,G)",282
606,8,3300,"10-11(B,D,F,H)",282
719,8,3302,"8-9(B,D,F,H)",282
982,31,3301,"6(B,D,F,H)",282
984,31,3302,"6(B,D,F,H)",282
Junior HR,2,3300,1(A-H),282
1170,8,3301,8-9(D),284
486,1,3300,"2-3(B,D,F,H)",284
719,8,3302,"8-9(B,D,F,H)",284
981,41,3301,"8(A,C,E,G)",284
254,2,3300,"10-11(A,C,E,G)",284
106,3,3300,"6-7(A,C,E,G)",284
982,32,3301,"7(B,D,F,H)",284
330,2,3300,"4-5(A,C,E,G)",284
520,5,3300,"12-13(B,D,F,H)",284
608,6,3300,"10-11(B,D,F,H)",284
880,4,3301,"4-5(B,D,F,H)",284
983,41,3302,"8(A,C,E,G)",284
1171,6,3302,6-7(F),284
984,22,3302,"5(B,D,F,H)",284
Junior HR,3,3300,1(A-H),284
927,1,3300,"14(B,D,F,H)",284
983,32,3302,"7(A,C,E,G)",286
493,1,3300,"10-11(B,D,F,H)",286
608,5,3300,"4-5(B,D,F,H)",286
981,42,3301,"9(A,C,E,G)",286
1170,8,3301,8-9(D),286
1171,8,3302,8-9(D),286
106,5,3300,"12-13(A,C,E,G)",286
216,2,3300,"4-5(A,C,E,G)",286
335,5,3300,"12-13(B,D,F,H)",286
545,1,3300,"2-3(A,C,E,G)",286
644,1,3301,"6-7(A,C,E,G)",286
719,10,3302,"8-9(A,C,E,G)",286
982,31,3301,"6(B,D,F,H)",286
984,31,3302,"6(B,D,F,H)",286
Junior HR,4,3300,1(A-H),286
927,1,3300,"14(B,D,F,H)",286
981,51,3301,"10(A,C,E,G)",287
983,51,3302,"10(A,C,E,G)",287
984,41,3302,"8(B,D,F,H)",287
1171,12,3302,12-13(D),287
106,4,3300,"8-9(A,C,E,G)",287
226,3,3300,"2-3(B,D,F,H)",287
335,4,3300,"4-5(B,D,F,H)",287
493,1,3300,"10-11(B,D,F,H)",287
545,1,3300,"2-3(A,C,E,G)",287
608,3,3300,"12-13(A,C,E,G)",287
644,1,3301,"6-7(A,C,E,G)",287
746,2,3302,"6-7(B,D,F,H)",287
1170,6,3301,6-7(F),287
856,1,3300,"14(A,C,E,G)",287
982,41,3301,"8(B,D,F,H)",287
Junior HR,4,3300,1(A-H),287
854,1,3300,"14(A,C,E,G)",287
927,1,3300,"14(B,D,F,H)",287
216,1,3300,"2-3(A,C,E,G)",290
408,5,3300,"2-3(B,D,F,H)",290
850,1,3300,"10-11(A,C,E,G)",290
982,22,3301,"5(B,D,F,H)",290
1170,7,3301,8-9(C),290
981,31,3301,"6(A,C,E,G)",290
983,31,3302,"6(A,C,E,G)",290
606,2,3300,"4-5(A,C,E,G)",290
1171,10,3302,10-11(F),290
106,9,3300,"6-7(B,D,F,H)",290
330,6,3300,"12-13(A,C,E,G)",290
380,6,3302,"8-9(B,D,F,H)",290
540,4,3300,"12-13(B,D,F,H)",290
714,2,3302,"8-9(A,C,E,G)",290
719,7,3301,"8-9(B,D,F,H)",290
984,22,3302,"5(B,D,F,H)",290
Junior HR,6,3300,1(A-H),290
806,2,3300,"14(B,D,F,H)",290
106,10,3300,"8-9(B,D,F,H)",292
1170,2,3301,2-3(F),292
330,7,3300,"4-5(B,D,F,H)",292
493,1,3300,"10-11(B,D,F,H)",292
540,3,3300,"8-9(A,C,E,G)",292
981,22,3301,"5(A,C,E,G)",292
983,22,3302,"5(A,C,E,G)",292
1060,1,3301,"6-7(C,G)",292
1171,9,3302,10-11(E),292
216,1,3300,"2-3(A,C,E,G)",292
380,14,3302,"2-3(B,D,F,H)",292
606,5,3300,"12-13(A,C,E,G)",292
982,32,3301,"7(B,D,F,H)",292
984,31,3302,"6(B,D,F,H)",292
